Title,Original_ID,Generated_ID,Length
crime_and_punishment,crime_and_punishment_original_chunk_1.txt,crime_and_punishment_generated_chunk_1.txt,2958
crime_and_punishment,crime_and_punishment_original_chunk_2.txt,crime_and_punishment_generated_chunk_2.txt,2961
crime_and_punishment,crime_and_punishment_original_chunk_3.txt,crime_and_punishment_generated_chunk_3.txt,2973
crime_and_punishment,crime_and_punishment_original_chunk_4.txt,crime_and_punishment_generated_chunk_4.txt,2973
crime_and_punishment,crime_and_punishment_original_chunk_5.txt,crime_and_punishment_generated_chunk_5.txt,2903
crime_and_punishment,crime_and_punishment_original_chunk_6.txt,crime_and_punishment_generated_chunk_6.txt,2984
crime_and_punishment,crime_and_punishment_original_chunk_7.txt,crime_and_punishment_generated_chunk_7.txt,2977
crime_and_punishment,crime_and_punishment_original_chunk_8.txt,crime_and_punishment_generated_chunk_8.txt,2773
crime_and_punishment,crime_and_punishment_original_chunk_9.txt,crime_and_punishment_generated_chunk_9.txt,2976
crime_and_punishment,crime_and_punishment_original_chunk_10.txt,crime_and_punishment_generated_chunk_10.txt,2990
crime_and_punishment,crime_and_punishment_original_chunk_11.txt,crime_and_punishment_generated_chunk_11.txt,2982
crime_and_punishment,crime_and_punishment_original_chunk_12.txt,crime_and_punishment_generated_chunk_12.txt,2916
crime_and_punishment,crime_and_punishment_original_chunk_13.txt,crime_and_punishment_generated_chunk_13.txt,2996
crime_and_punishment,crime_and_punishment_original_chunk_14.txt,crime_and_punishment_generated_chunk_14.txt,2990
crime_and_punishment,crime_and_punishment_original_chunk_15.txt,crime_and_punishment_generated_chunk_15.txt,2645
crime_and_punishment,crime_and_punishment_original_chunk_16.txt,crime_and_punishment_generated_chunk_16.txt,2841
crime_and_punishment,crime_and_punishment_original_chunk_17.txt,crime_and_punishment_generated_chunk_17.txt,2918
crime_and_punishment,crime_and_punishment_original_chunk_18.txt,crime_and_punishment_generated_chunk_18.txt,2959
crime_and_punishment,crime_and_punishment_original_chunk_19.txt,crime_and_punishment_generated_chunk_19.txt,2858
crime_and_punishment,crime_and_punishment_original_chunk_20.txt,crime_and_punishment_generated_chunk_20.txt,2867
crime_and_punishment,crime_and_punishment_original_chunk_21.txt,crime_and_punishment_generated_chunk_21.txt,3000
crime_and_punishment,crime_and_punishment_original_chunk_22.txt,crime_and_punishment_generated_chunk_22.txt,2679
crime_and_punishment,crime_and_punishment_original_chunk_23.txt,crime_and_punishment_generated_chunk_23.txt,2991
crime_and_punishment,crime_and_punishment_original_chunk_24.txt,crime_and_punishment_generated_chunk_24.txt,2981
crime_and_punishment,crime_and_punishment_original_chunk_25.txt,crime_and_punishment_generated_chunk_25.txt,2999
crime_and_punishment,crime_and_punishment_original_chunk_26.txt,crime_and_punishment_generated_chunk_26.txt,2951
crime_and_punishment,crime_and_punishment_original_chunk_27.txt,crime_and_punishment_generated_chunk_27.txt,2966
crime_and_punishment,crime_and_punishment_original_chunk_28.txt,crime_and_punishment_generated_chunk_28.txt,2961
crime_and_punishment,crime_and_punishment_original_chunk_29.txt,crime_and_punishment_generated_chunk_29.txt,2922
crime_and_punishment,crime_and_punishment_original_chunk_30.txt,crime_and_punishment_generated_chunk_30.txt,2927
crime_and_punishment,crime_and_punishment_original_chunk_31.txt,crime_and_punishment_generated_chunk_31.txt,2872
crime_and_punishment,crime_and_punishment_original_chunk_32.txt,crime_and_punishment_generated_chunk_32.txt,2918
crime_and_punishment,crime_and_punishment_original_chunk_33.txt,crime_and_punishment_generated_chunk_33.txt,2885
crime_and_punishment,crime_and_punishment_original_chunk_34.txt,crime_and_punishment_generated_chunk_34.txt,2969
crime_and_punishment,crime_and_punishment_original_chunk_35.txt,crime_and_punishment_generated_chunk_35.txt,2811
crime_and_punishment,crime_and_punishment_original_chunk_36.txt,crime_and_punishment_generated_chunk_36.txt,2980
crime_and_punishment,crime_and_punishment_original_chunk_37.txt,crime_and_punishment_generated_chunk_37.txt,2988
crime_and_punishment,crime_and_punishment_original_chunk_38.txt,crime_and_punishment_generated_chunk_38.txt,3000
crime_and_punishment,crime_and_punishment_original_chunk_39.txt,crime_and_punishment_generated_chunk_39.txt,2918
crime_and_punishment,crime_and_punishment_original_chunk_40.txt,crime_and_punishment_generated_chunk_40.txt,2911
crime_and_punishment,crime_and_punishment_original_chunk_41.txt,crime_and_punishment_generated_chunk_41.txt,2987
crime_and_punishment,crime_and_punishment_original_chunk_42.txt,crime_and_punishment_generated_chunk_42.txt,2746
crime_and_punishment,crime_and_punishment_original_chunk_43.txt,crime_and_punishment_generated_chunk_43.txt,2913
crime_and_punishment,crime_and_punishment_original_chunk_44.txt,crime_and_punishment_generated_chunk_44.txt,2946
crime_and_punishment,crime_and_punishment_original_chunk_45.txt,crime_and_punishment_generated_chunk_45.txt,2919
crime_and_punishment,crime_and_punishment_original_chunk_46.txt,crime_and_punishment_generated_chunk_46.txt,2829
crime_and_punishment,crime_and_punishment_original_chunk_47.txt,crime_and_punishment_generated_chunk_47.txt,2809
crime_and_punishment,crime_and_punishment_original_chunk_48.txt,crime_and_punishment_generated_chunk_48.txt,2867
crime_and_punishment,crime_and_punishment_original_chunk_49.txt,crime_and_punishment_generated_chunk_49.txt,2937
crime_and_punishment,crime_and_punishment_original_chunk_50.txt,crime_and_punishment_generated_chunk_50.txt,2940
crime_and_punishment,crime_and_punishment_original_chunk_51.txt,crime_and_punishment_generated_chunk_51.txt,2853
crime_and_punishment,crime_and_punishment_original_chunk_52.txt,crime_and_punishment_generated_chunk_52.txt,2871
crime_and_punishment,crime_and_punishment_original_chunk_53.txt,crime_and_punishment_generated_chunk_53.txt,2928
crime_and_punishment,crime_and_punishment_original_chunk_54.txt,crime_and_punishment_generated_chunk_54.txt,2931
crime_and_punishment,crime_and_punishment_original_chunk_55.txt,crime_and_punishment_generated_chunk_55.txt,2931
crime_and_punishment,crime_and_punishment_original_chunk_56.txt,crime_and_punishment_generated_chunk_56.txt,2998
crime_and_punishment,crime_and_punishment_original_chunk_57.txt,crime_and_punishment_generated_chunk_57.txt,2945
crime_and_punishment,crime_and_punishment_original_chunk_58.txt,crime_and_punishment_generated_chunk_58.txt,2972
crime_and_punishment,crime_and_punishment_original_chunk_59.txt,crime_and_punishment_generated_chunk_59.txt,2789
crime_and_punishment,crime_and_punishment_original_chunk_60.txt,crime_and_punishment_generated_chunk_60.txt,2975
crime_and_punishment,crime_and_punishment_original_chunk_61.txt,crime_and_punishment_generated_chunk_61.txt,2863
crime_and_punishment,crime_and_punishment_original_chunk_62.txt,crime_and_punishment_generated_chunk_62.txt,2881
crime_and_punishment,crime_and_punishment_original_chunk_63.txt,crime_and_punishment_generated_chunk_63.txt,2923
crime_and_punishment,crime_and_punishment_original_chunk_64.txt,crime_and_punishment_generated_chunk_64.txt,2902
crime_and_punishment,crime_and_punishment_original_chunk_65.txt,crime_and_punishment_generated_chunk_65.txt,2902
crime_and_punishment,crime_and_punishment_original_chunk_66.txt,crime_and_punishment_generated_chunk_66.txt,2929
crime_and_punishment,crime_and_punishment_original_chunk_67.txt,crime_and_punishment_generated_chunk_67.txt,2891
